ID,지역,등급,농업면적,연도,라벨
1626,서울,C,38347,2004,0
2309,충남,C,50384,2008,0
1909,충북,A,71118,2019,0
9,충북,A,84996,2021,0
677,전남,B,19997,2000,1
2246,대전,C,87903,2015,0
176,부산,B,16836,2015,0
307,경기,A,65619,2002,0
1966,전남,B,49053,2011,1
2328,전북,C,52414,2023,0
1126,경북,A,10879,2015,0
1719,경북,A,41744,2012,0
2291,대구,B,60611,2024,0
554,전남,B,70464,2000,0
2131,경남,B,80821,2003,0
2127,충남,B,13030,2008,0
1784,대전,C,44911,2009,0
670,부산,C,11578,2017,2
413,대전,A,24418,2004,0
1160,충북,A,99026,2023,1
2237,대구,A,19628,2000,0
578,광주,B,10656,2013,0
940,경기,A,46831,2019,0
1657,인천,C,32444,2002,0
1960,인천,B,73291,2009,0
845,전북,B,70533,2005,1
2392,전남,B,83233,2002,0
520,경기,B,43940,2021,0
1794,전남,B,94172,2016,0
1634,인천,A,68478,2012,0
481,울산,A,56359,2017,0
769,충남,A,65902,2021,0
5,인천,B,47069,2005,0
1491,서울,B,37664,2018,0
1878,충남,C,89746,2006,0
1606,인천,C,35740,2007,0
770,광주,C,44536,2006,0
492,충남,B,59849,2017,2
1943,경남,A,63109,2024,0
684,부산,C,93584,2020,0
38,충남,C,75716,2000,0
1875,광주,A,19054,2022,1
2273,충북,C,82509,2021,0
1253,울산,A,97860,2015,0
1855,서울,B,72743,2006,0
1412,충북,B,54711,2001,0
853,강원,B,52692,2020,2
17,인천,A,16965,2022,0
1982,전남,A,69640,2000,1
1862,울산,A,83330,2005,0
2336,강원,A,1080,2015,0
46,경북,A,26565,2023,0
748,대구,A,25940,2020,0
1922,광주,C,30006,2010,0
2057,전남,A,77363,2016,0
1742,강원,C,3122,2008,1
803,인천,B,61115,2010,0
777,광주,C,97538,2000,0
2281,서울,C,8532,2012,0
114,광주,A,19874,2024,0
467,부산,A,48517,2010,0
1636,울산,A,39170,2012,0
2361,울산,A,85962,2017,1
836,충북,C,39851,2007,0
1499,대구,C,69444,2024,0
659,전북,B,78543,2018,0
1233,대전,B,92299,2016,0
44,경남,C,60143,2011,0
166,전북,A,67392,2014,0
2061,부산,A,21200,2016,0
1480,경남,B,18020,2007,0
1676,경북,A,46143,2012,0
1544,강원,C,1658,2018,0
2126,충남,C,11570,2024,0
2037,광주,C,90026,2002,0
1623,경기,C,8308,2002,0
696,경기,C,59050,2024,0
257,경남,A,90266,2007,0
1113,광주,A,12101,2022,0
318,부산,A,82290,2022,0
1928,충남,B,82292,2000,0
580,울산,C,30076,2003,0
163,인천,B,39195,2019,0
1152,전남,B,90023,2013,0
703,경기,A,38713,2016,1
124,전북,C,35061,2015,1
1381,인천,B,34029,2022,0
1409,울산,C,94882,2008,1
1818,서울,B,14210,2020,0
325,부산,C,94575,2003,1
775,울산,A,12392,2023,0
931,대구,A,54200,2011,0
1882,충북,A,5248,2013,0
2272,충남,C,36134,2013,0
2240,충남,A,91562,2017,0
26,대전,C,80438,2005,0
825,대구,C,93309,2012,0
1300,경북,C,50249,2003,0
189,충북,A,11443,2004,0
778,충북,A,81160,2016,0
1076,전북,B,1882,2001,0
1429,충남,C,39614,2024,0
1080,경기,C,88060,2011,0
93,대구,B,11109,2023,0
1669,서울,C,12206,2017,0
987,광주,B,82570,2000,0
222,전북,B,45271,2002,0
2289,전남,B,11280,2019,0
1843,충남,B,43170,2015,0
1958,울산,A,64428,2006,1
1860,충북,C,63478,2005,0
1176,경북,C,50800,2011,0
2060,광주,A,33368,2010,0
2184,충남,A,6534,2007,0
2347,부산,C,62713,2023,0
113,인천,C,33277,2018,0
897,대전,A,66678,2022,0
435,전남,C,56705,2000,0
465,울산,B,95981,2016,1
382,경북,A,90606,2007,0
200,광주,C,97563,2007,0
494,울산,A,1701,2020,1
968,충남,A,97184,2009,0
1796,충북,A,55914,2009,0
2290,충남,A,38221,2001,0
1055,경기,A,17619,2020,0
1287,대전,C,61577,2017,0
818,대전,B,36608,2003,0
625,충북,B,51757,2022,1
1915,충북,B,72685,2019,0
1823,대전,C,56998,2013,0
978,울산,B,37100,2023,0
174,경남,B,56409,2007,0
599,울산,B,4235,2020,0
1556,울산,C,4553,2021,0
407,부산,B,93810,2001,0
1541,강원,B,57797,2017,1
159,서울,A,56185,2019,0
624,충북,A,6477,2005,0
1441,대전,A,52733,2009,0
1356,전북,C,41431,2005,1
1354,인천,B,95083,2019,0
1813,광주,C,15217,2012,0
393,대전,A,19297,2021,0
1385,부산,C,30267,2012,0
2208,경북,A,1185,2007,0
2118,경기,C,28370,2012,1
1213,경남,C,16062,2006,2
239,경북,B,62876,2011,0
1692,서울,B,93847,2019,1
1002,전남,A,15736,2010,0
887,경기,C,59822,2023,0
1060,인천,B,20528,2015,0
1108,전남,C,49851,2000,0
1125,충북,C,15917,2007,0
1405,부산,A,31418,2021,0
50,전북,B,57650,2018,0
197,전남,C,19582,2023,0
1472,충남,B,24043,2017,0
2154,인천,C,27152,2009,0
2269,경남,A,73763,2006,0
2034,충북,B,42432,2013,0
1178,경남,A,93096,2003,0
1582,전북,B,14192,2005,0
1339,광주,C,45940,2000,0
1854,서울,B,86804,2021,0
1876,전북,A,11086,2004,0
1135,강원,B,84900,2008,0
2149,경북,A,71467,2012,0
377,인천,B,1015,2006,0
126,강원,B,36177,2007,0
1678,경북,B,82385,2005,0
1704,경남,B,12749,2018,0
416,경북,C,46219,2018,0
969,서울,A,45620,2022,0
1529,강원,C,27878,2014,0
970,전남,C,45839,2005,0
263,서울,B,30950,2016,0
708,대구,C,67166,2010,0
1744,경기,A,28165,2018,0
187,경남,A,11255,2012,0
711,전남,B,41610,2017,0
2022,서울,C,39347,2021,0
1101,인천,C,63294,2007,0
928,강원,B,89133,2018,0
268,전북,C,61843,2001,0
2079,울산,B,40476,2009,0
1612,전남,C,1610,2024,0
1720,강원,C,39877,2008,0
255,전북,C,88230,2007,0
20,대전,A,57150,2020,0
598,전남,B,4995,2014,0
1814,충남,B,84150,2023,1
1201,서울,A,19693,2008,0
2344,경기,B,59873,2016,0
643,충북,C,2891,2000,1
1315,광주,C,32300,2020,0
2146,경기,C,82840,2014,0
1255,부산,A,77476,2003,0
306,대구,B,82737,2003,0
657,대구,A,55613,2014,0
516,부산,B,89038,2021,0
574,울산,C,32131,2006,1
288,부산,A,2643,2018,0
228,충남,B,55634,2004,0
630,경북,C,45277,2002,0
143,인천,C,70483,2017,0
666,부산,A,68976,2013,0
1935,울산,A,40223,2007,0
691,전남,C,44517,2023,0
1663,대전,A,4923,2001,0
1371,경북,C,3784,2009,0
1919,울산,C,85550,2002,0
2059,대전,B,87461,2009,0
858,전북,B,53536,2018,0
1083,경기,B,48921,2007,2
1765,충북,B,46419,2002,0
1302,광주,A,98240,2001,0
646,서울,A,64926,2005,0
1173,부산,C,30677,2021,2
1260,인천,B,68896,2017,0
1998,전북,C,57515,2010,0
856,부산,C,25614,2006,0
357,경북,C,53054,2014,0
1277,강원,A,12498,2015,0
434,전북,B,95986,2013,0
1853,인천,B,22192,2004,0
1016,경기,C,19584,2000,0
1812,전남,A,84763,2014,1
576,광주,B,36469,2014,0
47,경남,B,22413,2018,1
889,강원,C,44436,2022,0
1831,인천,A,58742,2005,0
2385,경북,A,61079,2021,0
1340,경북,A,51494,2010,0
2189,경남,C,24595,2020,0
1224,광주,B,13234,2022,0
74,경남,B,64426,2001,0
2048,전남,B,20747,2015,0
1649,경기,B,39568,2010,0
1779,대전,A,31832,2004,0
1310,서울,B,49423,2004,2
1771,광주,A,90072,2005,0
259,대전,C,60711,2015,0
313,강원,A,12906,2000,0
1798,전북,C,21890,2013,0
2314,광주,B,97625,2010,0
619,경북,A,11065,2001,0
1137,강원,C,69505,2004,0
1311,대전,A,83107,2009,0
1214,대전,C,58227,2016,0
915,인천,C,89050,2021,0
1172,울산,B,95403,2018,0
1757,전남,C,46687,2005,0
29,광주,B,88455,2022,0
654,서울,C,671,2000,0
249,강원,C,32089,2018,0
1244,경북,B,9222,2022,0
423,인천,B,54123,2024,0
272,부산,B,30110,2023,0
2125,광주,C,45437,2002,0
903,충북,C,5214,2016,0
1933,경북,A,865,2003,0
473,충북,C,84775,2022,0
2047,경북,C,98567,2017,1
1991,서울,B,47316,2015,0
1792,울산,A,7136,2005,0
1334,울산,C,77526,2017,0
1272,경북,B,95928,2021,0
1009,경기,C,10336,2006,0
523,경남,B,92366,2018,0
616,경남,A,76068,2022,0
2040,대전,B,48995,2018,0
2292,경기,A,52720,2012,0
847,충북,A,35596,2003,2
1550,대구,A,83974,2017,0
2132,대전,C,99516,2024,1
308,대전,A,1921,2002,0
744,전남,A,43396,2024,1
395,전남,A,92709,2004,0
475,인천,B,30817,2018,0
488,서울,B,16323,2003,0
1895,울산,B,27565,2005,0
1139,경남,C,51149,2019,0
869,대전,B,571,2002,0
1671,경남,B,23528,2024,0
2242,전북,C,55799,2015,0
61,경기,C,7215,2020,1
2285,울산,C,94659,2020,0
1662,인천,C,39554,2012,0
2005,울산,C,75987,2003,0
1593,대전,B,97513,2002,0
1984,부산,B,2995,2002,0
2250,인천,C,78003,2001,0
920,전북,C,94836,2018,0
386,부산,C,43517,2004,0
2119,전북,A,31729,2008,1
983,경남,C,46173,2020,0
1522,광주,A,58220,2009,0
870,충북,B,97791,2004,1
1477,대전,A,51619,2016,0
412,부산,B,73234,2004,0
1474,충북,B,17388,2013,0
1828,대전,C,33066,2000,0
2093,서울,B,33041,2017,0
1359,충남,C,78485,2004,0
929,서울,A,91067,2010,0
687,울산,C,76675,2012,0
234,경북,C,98506,2023,0
632,광주,B,91882,2001,0
1534,부산,A,92893,2008,0
439,서울,C,5104,2000,0
388,전남,B,24171,2024,0
1624,대전,C,92208,2011,0
105,경남,A,7264,2016,0
213,전북,B,26050,2016,0
1520,서울,B,55879,2011,0
367,부산,C,26150,2012,0
1475,인천,C,27043,2017,1
2091,경기,C,90910,2002,0
862,전북,A,19611,2010,1
1400,광주,A,95677,2001,0
1170,인천,B,33886,2014,0
679,전북,C,35932,2009,0
1971,전북,B,50734,2015,0
1892,경남,B,76624,2024,0
652,울산,B,48009,2020,2
725,인천,A,28454,2008,0
1379,경기,A,98615,2005,0
676,전북,B,41004,2021,0
1001,부산,C,77695,2024,0
149,충북,B,50446,2007,0
1999,경남,C,52665,2012,0
575,충북,C,40143,2011,0
2249,충북,C,75164,2005,2
793,강원,C,50627,2010,0
1547,강원,A,52228,2014,2
648,광주,B,33666,2009,0
1100,대구,C,8264,2006,0
1493,인천,A,47930,2017,0
946,충북,C,9077,2013,1
1437,광주,A,72046,2023,0
1316,울산,C,15642,2007,2
2073,인천,C,90478,2017,0
649,전남,A,9278,2006,0
2357,경남,B,45204,2000,0
787,전남,A,41259,2015,0
774,강원,C,78279,2015,0
994,부산,A,11350,2009,0
493,대전,A,93423,2010,0
270,울산,C,26991,2024,0
1396,경남,C,50043,2016,0
419,대전,C,88836,2007,0
2144,전남,C,97800,2011,0
202,울산,B,66961,2020,0
2298,충남,C,6471,2002,0
1763,경기,C,10069,2017,0
1238,대전,C,58818,2014,0
152,강원,C,45815,2008,0
2068,충북,C,15990,2003,0
1927,경기,C,36635,2012,0
1565,충남,B,40032,2023,0
1790,강원,A,61387,2016,0
964,경남,B,92436,2021,0
1839,대구,C,59755,2007,0
173,광주,C,1482,2008,0
1183,대전,B,78389,2024,0
925,대전,C,22251,2001,0
1512,부산,C,69391,2023,0
2293,경남,A,53052,2001,2
582,강원,C,42057,2013,0
1077,대구,B,33038,2004,0
319,대구,C,84022,2008,0
1353,서울,A,35441,2022,0
1342,전북,A,40954,2003,0
799,대전,C,84749,2019,0
1577,전남,B,93475,2008,0
62,대구,C,96118,2007,2
794,충북,C,37229,2013,0
1605,충남,B,63769,2003,0
2173,전남,A,39134,2009,0
1642,경북,C,90896,2021,0
140,충남,B,73156,2009,1
529,경북,A,44943,2017,0
1239,광주,A,91199,2007,0
2343,경북,A,78292,2009,0
2211,강원,A,24847,2009,0
48,경북,B,93527,2014,0
1664,강원,B,4687,2005,0
782,경남,C,38438,2015,1
1989,전남,B,5595,2022,0
295,울산,C,2995,2018,0
1504,경남,B,96144,2021,0
2130,전북,A,5868,2013,0
796,전북,C,46755,2000,0
368,대구,C,60031,2000,0
1037,광주,B,45992,2000,0
2019,경북,A,86227,2006,2
1888,경북,C,79268,2022,0
55,광주,C,25712,2019,1
1731,충북,B,66468,2009,0
1613,전남,C,66254,2012,0
1768,대전,C,22338,2000,0
208,전남,B,31803,2024,0
1010,전북,A,23742,2007,0
1453,인천,B,24367,2014,0
1526,대구,A,53219,2017,0
1702,경기,C,12206,2020,0
1033,경남,C,70745,2016,0
1573,광주,C,59808,2005,0
2303,인천,C,44440,2015,0
530,전남,A,3454,2022,1
392,경기,A,43804,2020,0
2351,인천,A,32231,2018,2
275,서울,C,34511,2005,0
1786,인천,A,58252,2011,0
683,전남,A,77242,2010,0
1646,울산,C,61923,2002,0
2100,전남,A,21165,2015,0
1331,경남,C,29524,2010,0
606,전북,A,43443,2022,0
2105,경북,C,27242,2003,0
1829,대전,A,33784,2020,2
1184,부산,B,47575,2022,0
972,경기,A,57125,2018,0
230,울산,B,51914,2021,0
484,충남,C,92421,2007,0
2330,경남,C,59214,2021,0
1857,전남,A,28993,2008,0
2386,경기,C,56760,2022,0
1281,인천,B,13256,2016,2
851,전남,A,5233,2019,0
1859,인천,A,48804,2015,0
2316,충남,C,26300,2003,0
1735,경북,C,79763,2004,0
2139,광주,A,50436,2022,1
935,전남,B,29769,2010,0
1627,경기,A,50773,2019,0
81,부산,A,74705,2005,1
1574,인천,C,49878,2018,0
340,강원,B,62957,2016,0
375,충남,A,870,2017,0
1343,경기,B,65786,2011,0
872,전남,C,78825,2020,0
812,광주,B,43470,2013,0
2254,경북,C,72096,2017,1
1486,전남,A,62781,2005,0
1736,울산,C,13862,2022,0
2111,부산,C,25082,2007,0
709,강원,A,76510,2020,0
2247,서울,B,28558,2000,1
1586,울산,B,54787,2002,0
305,광주,B,78855,2021,0
326,경남,A,60687,2004,1
1701,경기,A,81327,2021,0
565,충북,A,30010,2003,0
1069,전남,B,93037,2010,0
80,경남,C,8713,2024,0
442,전북,B,18453,2003,0
1167,충북,C,49650,2024,0
1305,경남,B,8003,2009,0
745,충남,A,24032,2013,0
1415,경남,C,75887,2016,0
53,강원,C,13157,2017,0
479,경남,A,59501,2006,0
87,대구,C,94020,2007,0
1259,대구,B,56890,2021,1
1767,강원,B,288,2006,0
881,광주,A,18063,2020,0
1819,충남,C,48444,2001,0
706,전남,B,33723,2015,0
855,서울,A,79769,2007,0
1887,전북,C,5574,2000,0
1684,광주,A,49242,2021,0
1196,대전,C,69328,2022,0
1728,전북,A,35350,2023,0
1337,경남,C,34813,2013,0
2082,부산,C,57657,2017,1
785,부산,C,93460,2006,0
271,경기,A,16194,2005,0
1413,대구,B,86568,2003,0
1097,인천,A,63910,2014,0
161,울산,A,10579,2022,0
1191,충북,A,19457,2020,0
2191,충북,C,77714,2010,0
1257,인천,B,95501,2021,1
2145,서울,C,93949,2011,0
500,경기,A,54317,2018,0
1146,충북,C,91912,2001,0
2399,충남,C,14746,2004,1
316,대전,C,73904,2006,0
995,서울,C,60932,2009,2
1815,인천,A,3010,2015,0
1349,경기,A,74712,2020,0
184,충남,A,43527,2012,1
502,인천,A,36456,2018,0
1373,경북,A,4299,2002,2
430,전북,A,25399,2021,0
1466,대구,C,60295,2012,0
2137,경기,B,74230,2002,0
1078,인천,B,1631,2006,1
1236,서울,A,93333,2022,0
1410,부산,A,39455,2016,0
1579,충남,C,83137,2018,0
571,부산,A,39083,2006,0
1884,울산,A,20812,2024,0
1554,대전,A,50600,2002,0
1088,충남,A,81973,2004,0
1494,전북,A,9344,2004,0
1216,경남,A,60007,2023,0
8,울산,B,77802,2021,0
713,대구,A,21840,2023,0
456,광주,A,92472,2009,1
1907,강원,B,76437,2023,2
207,대구,A,888,2022,0
1322,경기,C,77964,2020,1
2299,부산,A,67599,2009,0
2260,부산,C,77607,2007,0
1273,인천,B,79867,2020,0
1920,경북,B,81423,2013,0
620,경북,B,76849,2022,0
2011,부산,A,23155,2015,0
2171,전남,C,7371,2010,0
1250,인천,C,76919,2012,0
11,울산,B,16674,2015,0
427,광주,C,31708,2003,0
1877,충남,A,30565,2009,0
1261,경남,B,95185,2024,0
2280,대구,B,43130,2024,0
146,서울,B,18920,2008,0
1782,강원,B,26628,2001,0
300,충남,B,55277,2008,1
1992,전남,A,83565,2018,0
1131,전남,A,18932,2011,0
2062,전남,B,91405,2004,1
1993,경북,A,79527,2000,0
350,충북,A,88057,2014,0
1961,서울,B,47015,2017,0
1465,대구,A,58830,2016,0
1166,전남,B,39520,2010,0
1981,전남,B,7494,2012,0
1774,충북,A,82064,2018,0
131,강원,B,92269,2012,0
1266,충남,A,71763,2022,0
169,충남,A,35532,2003,0
1583,경기,C,84727,2003,0
422,대전,A,41095,2009,0
843,전남,A,72375,2011,0
1048,경기,B,28379,2022,0
1013,울산,A,45542,2001,0
2213,인천,B,5607,2008,0
2023,광주,C,70412,2020,0
2312,부산,B,36825,2004,0
277,서울,B,3850,2022,0
1102,강원,B,25806,2002,0
2136,충북,C,17028,2011,0
2195,경북,C,65450,2014,0
2368,대전,C,95346,2020,0
1891,인천,B,43647,2019,0
1945,부산,B,16710,2010,0
1835,경남,C,98000,2021,0
4,충남,A,62434,2015,0
1265,전북,C,27324,2011,0
1535,인천,C,16807,2018,0
1732,경북,A,45897,2014,0
984,광주,C,99166,2024,0
1852,강원,C,69346,2021,2
2286,경남,A,82477,2022,0
1127,경기,A,2986,2020,0
1539,강원,A,55469,2001,0
1186,경남,A,53665,2001,1
2038,충남,C,83164,2006,0
1638,부산,B,47225,2009,0
480,대전,C,84515,2023,0
1414,경남,A,91749,2018,0
1681,대구,A,60373,2005,0
2045,인천,A,83887,2018,0
33,대전,B,38403,2012,0
1849,경기,A,51034,2003,2
2220,대전,B,26348,2015,1
160,울산,C,82913,2004,0
674,충북,A,63973,2024,0
2027,경남,A,28622,2008,0
1070,대구,B,67569,2011,1
1930,전남,C,56064,2009,0
199,경북,B,92037,2006,0
2192,충북,C,76383,2007,0
650,대구,C,42240,2001,0
472,대전,C,61754,2017,0
1455,전남,C,17370,2014,1
282,전북,B,54331,2018,2
765,부산,C,35960,2007,0
1893,광주,B,53688,2021,0
2223,울산,B,49057,2011,0
2225,강원,B,98235,2004,0
2107,경기,B,15541,2013,0
1087,충남,A,66982,2012,0
1600,서울,B,78917,2013,0
2363,경북,C,69807,2005,0
2295,대구,A,56653,2001,0
1977,경기,C,81007,2019,0
1458,전북,B,68155,2021,0
379,대전,B,82523,2024,0
1548,부산,A,3165,2013,0
1925,부산,B,33378,2011,1
2257,전북,B,87594,2023,0
1978,경북,A,24705,2017,0
1367,광주,C,10378,2000,0
283,대전,B,51708,2001,0
360,광주,B,86347,2012,2
2206,경기,B,49557,2018,0
871,전북,B,19289,2022,0
552,대구,B,71089,2005,0
1329,강원,C,23930,2007,0
605,부산,C,23186,2000,0
1722,광주,B,16429,2004,0
766,전북,B,33458,2019,0
1900,강원,A,73923,2022,0
961,충남,B,83015,2000,0
1950,부산,B,34754,2010,1
1654,강원,C,41199,2009,0
394,부산,B,91830,2002,0
1668,부산,C,31423,2001,0
1304,충남,C,31955,2022,2
879,충남,B,72519,2020,0
273,서울,A,19234,2017,0
1490,강원,C,37953,2007,2
1844,전남,A,48288,2008,0
1168,경북,A,34525,2014,0
2147,인천,A,12243,2001,1
1987,경북,A,47292,2003,0
1032,경남,A,92950,2019,0
1132,충남,B,92877,2004,0
635,충북,A,73934,2008,0
1745,전남,A,25492,2006,0
1099,인천,A,84215,2023,0
693,충북,A,26070,2016,0
2302,전북,C,19881,2022,0
405,인천,C,49832,2020,0
98,충북,B,77604,2023,2
832,전북,A,8211,2013,2
2110,인천,A,41204,2004,0
296,대구,A,99576,2019,0
119,인천,C,21645,2000,0
966,대전,B,32102,2021,0
771,대구,A,16104,2013,0
806,경기,B,79819,2011,0
759,대구,A,80765,2023,0
2369,강원,C,69323,2009,0
2378,인천,B,75180,2002,0
1694,광주,C,66631,2021,0
2116,부산,A,97558,2021,1
1319,경기,A,98263,2006,0
1374,대구,B,70205,2008,0
410,전북,B,91471,2006,0
2013,경북,B,44951,2017,0
1440,서울,A,65334,2017,0
1696,전남,B,99709,2014,0
1446,대구,A,99320,2016,0
1143,경남,A,86125,2004,0
214,경기,A,77790,2012,0
1716,광주,A,3970,2002,0
1968,서울,C,95962,2016,2
335,경기,C,4139,2014,0
101,충북,A,95103,2000,2
299,인천,A,84382,2006,0
2000,강원,A,17884,2019,0
863,서울,C,46647,2004,2
1234,광주,C,23384,2023,0
2151,부산,A,48786,2004,1
261,강원,C,94877,2018,0
1861,강원,B,13211,2015,0
954,인천,B,72490,2017,0
231,전북,A,94777,2018,0
1749,대전,C,98582,2019,0
2188,부산,A,77464,2021,1
1679,충남,A,20856,2022,0
399,대구,C,85179,2010,0
570,경남,C,12817,2022,0
542,전북,B,30050,2022,0
611,강원,C,51718,2011,0
106,경남,C,67451,2010,0
1141,경북,A,68666,2023,1
2182,울산,B,75610,2020,0
1187,강원,C,67385,2003,0
2331,전북,C,50972,2003,0
90,대전,A,78959,2020,0
534,대전,C,15535,2022,0
555,대구,C,93501,2018,0
1800,충북,B,98072,2012,0
1543,대구,A,57222,2012,1
370,대전,C,5284,2014,0
1308,충남,A,19739,2012,0
1519,울산,B,53000,2004,0
2241,서울,A,52249,2020,0
790,경기,B,74843,2006,0
1014,충북,A,34058,2017,0
1061,경남,C,23570,2004,0
1536,경남,B,88636,2022,0
444,전남,B,31175,2017,1
1883,강원,C,10554,2001,0
104,경북,B,85775,2012,0
1136,경남,A,45537,2011,0
226,경북,C,22932,2021,0
2162,대전,C,52775,2021,0
1205,대구,C,93064,2009,0
103,대구,A,20584,2024,0
1755,충북,C,39561,2020,1
1420,울산,B,72374,2021,1
588,서울,B,76275,2017,0
2313,강원,A,33074,2002,0
1333,대전,A,66164,2003,0
2072,부산,A,79879,2024,0
168,대전,A,58003,2012,0
1505,충북,A,62654,2022,0
1051,경남,A,14032,2000,0
353,전북,A,21282,2017,0
1326,광주,A,26178,2004,0
403,대구,C,70844,2001,0
2179,충남,A,73985,2006,0
1452,전남,B,22554,2000,0
0,울산,B,45096,2002,1
2214,경남,C,3957,2000,0
1419,경북,B,48618,2020,0
218,강원,A,46221,2006,0
2393,강원,C,2963,2016,0
2153,부산,B,66973,2011,0
1223,강원,B,45398,2005,0
2398,인천,C,56357,2013,1
1424,대전,C,74961,2003,0
956,대전,C,91037,2019,0
2028,서울,A,76442,2013,0
2277,경북,C,9096,2006,0
354,서울,C,10443,2003,0
1372,충북,A,55799,2020,0
1785,충남,B,90418,2017,0
107,인천,B,89286,2001,0
1485,충북,A,47000,2017,0
1517,대전,B,75309,2011,0
363,강원,A,34398,2023,0
397,대구,C,18258,2017,0
506,울산,C,44050,2005,0
2380,전남,B,43241,2006,0
1553,충남,B,93967,2002,0
2006,대구,A,85960,2003,2
1407,대전,C,83640,2009,0
1364,경북,A,57536,2005,0
67,충북,B,90422,2022,0
1533,울산,C,81781,2006,0
882,대구,B,17000,2024,0
512,인천,A,30955,2023,0
209,울산,A,85025,2017,0
1568,인천,B,58820,2009,0
1021,경기,B,79676,2018,0
1351,부산,B,60282,2023,1
2337,서울,A,95387,2021,0
1120,대전,C,46676,2007,0
487,충북,B,90064,2000,1
1764,광주,B,54461,2000,0
1969,전남,B,68112,2000,0
822,울산,B,46288,2008,0
315,충남,B,30982,2005,0
2391,충남,C,90811,2004,0
468,경기,A,91684,2006,0
470,충북,A,66737,2016,0
1841,서울,A,87593,2017,1
965,강원,B,69682,2011,0
2106,광주,C,95791,2022,0
1560,충남,A,72056,2011,0
86,인천,B,68369,2001,0
1376,전남,B,55162,2002,1
1552,충북,C,19602,2017,0
1411,인천,C,1588,2014,0
1607,부산,B,34786,2016,0
1688,경기,C,91997,2016,0
900,강원,C,68227,2008,0
248,충남,A,22626,2006,0
170,부산,C,52816,2009,0
2394,서울,C,13852,2001,0
1507,전북,A,91420,2019,0
663,서울,B,64713,2008,0
909,광주,A,23990,2003,0
483,경남,C,92790,2006,0
