제품보고서번호,공장명,결함유형,신고일자,신고시각,처리일자,처리시각,작업자직업명,사고발생장소
202200000350M21093,공장A,기계 결함,20221010,032905,20220626,125846,기타,라인1
202200000351M28070,공장A,기계 결함,20220528,135318,20220930,234726,관리자,라인2
202200000352M45777,공장B,기계 결함,20220808,081110,20220622,202223,검사원,라인1
202200000353M66958,공장D,전기 결함,20220819,135415,20220122,083450,기술자,라인5
202200000354M92074,공장A,전기 결함,20220516,004454,20221215,193641,기타,라인3
202200000355M20729,공장A,안전 문제,20220706,202029,20221210,164630,검사원,라인5
202200000356M55017,공장E,품질 문제,20220531,123303,20221013,225607,기술자,라인3
202200000357M76320,공장D,기계 결함,20220126,055730,20221227,143052,기타,라인4
202200000358M37751,공장A,전기 결함,20220609,222604,20220718,131959,기타,라인2
202200000359M88069,공장D,전기 결함,20220205,023203,20221217,065254,관리자,라인4
202200000360M64748,공장B,기계 결함,20220528,193325,20220128,114816,기술자,라인3
202200000361M15801,공장C,품질 문제,20220804,043427,20220514,092928,검사원,라인3
202200000362M29190,공장A,기계 결함,20220730,085137,20220324,184510,검사원,라인3
202200000363M59689,공장E,품질 문제,20220830,170518,20220313,014906,검사원,라인1
202200000364M60993,공장B,전기 결함,20220204,115610,20220221,115733,기술자,라인2
202200000365M39592,공장D,품질 문제,20220826,014643,20220815,194937,검사원,라인4
202200000366M20647,공장B,안전 문제,20220424,110820,20221012,230931,검사원,라인4
202200000367M18716,공장A,전기 결함,20220526,233321,20220730,191436,검사원,라인5
202200000368M98891,공장D,안전 문제,20221109,021127,20220223,190236,관리자,라인3
202200000369M97545,공장C,기계 결함,20220104,152027,20221023,070739,관리자,라인3
202200000370M99912,공장B,기계 결함,20220803,232532,20220820,115522,기술자,라인3
202200000371M80316,공장A,기계 결함,20220806,203451,20220522,071045,기술자,라인4
202200000372M12368,공장E,품질 문제,20220525,014050,20220903,072829,검사원,라인5
202200000373M87575,공장D,전기 결함,20220328,141757,20220405,235909,관리자,라인1
202200000374M16655,공장B,기계 결함,20220327,105622,20220506,062748,기타,라인2
202200000375M80031,공장B,기계 결함,20221118,152116,20221130,031231,기타,라인1
202200000376M86429,공장C,전기 결함,20220610,044310,20220416,033625,검사원,라인4
202200000377M97922,공장C,기계 결함,20220501,142634,20220621,210330,검사원,라인3
202200000378M65766,공장E,안전 문제,20220613,001915,20221121,173723,관리자,라인2
202200000379M23403,공장E,전기 결함,20220901,010134,20220915,232221,관리자,라인4
202200000380M42097,공장A,전기 결함,20220223,075527,20220123,013054,관리자,라인4
202200000381M88657,공장A,전기 결함,20220613,143805,20220223,102745,기술자,라인4
202200000382M20966,공장E,안전 문제,20220802,081959,20220103,043709,기술자,라인2
202200000383M62921,공장E,전기 결함,20221212,000754,20220818,074523,검사원,라인2
202200000384M59726,공장D,안전 문제,20220402,220203,20220612,024347,기술자,라인5
202200000385M60300,공장C,전기 결함,20220511,143714,20220218,221600,관리자,라인5
202200000386M32677,공장A,품질 문제,20220519,203456,20221215,223030,관리자,라인1
202200000387M65609,공장C,기계 결함,20220809,205245,20220712,095654,기술자,라인2
202200000388M66661,공장C,품질 문제,20220510,191335,20220330,095255,기타,라인2
202200000389M41024,공장E,기계 결함,20220714,111638,20220702,010821,검사원,라인2
202200000390M80313,공장D,안전 문제,20221012,083459,20220905,122447,기타,라인5
202200000391M63006,공장B,품질 문제,20220914,121417,20220128,175011,검사원,라인4
202200000392M25338,공장D,전기 결함,20220612,183205,20220410,071614,기타,라인3
202200000393M78027,공장D,기계 결함,20221111,225826,20221021,091414,기술자,라인5
202200000394M90135,공장C,기계 결함,20220723,015545,20220617,223812,검사원,라인2
202200000395M29508,공장D,품질 문제,20220716,051335,20220718,163108,검사원,라인5
202200000396M13051,공장A,안전 문제,20220113,200734,20220607,071925,검사원,라인1
202200000397M58747,공장C,품질 문제,20221226,182913,20220116,201712,관리자,라인2
202200000398M97142,공장A,안전 문제,20220214,194824,20220302,150811,관리자,라인1
202200000399M97235,공장B,안전 문제,20220326,072313,20220612,113718,기타,라인2
202200000400M64021,공장C,기계 결함,20220119,052221,20220318,065634,기술자,라인5
202200000401M76412,공장B,품질 문제,20220821,155618,20220119,151715,관리자,라인4
202200000402M68335,공장C,품질 문제,20220323,135002,20221104,223803,검사원,라인3
202200000403M66179,공장E,안전 문제,20220307,091808,20221224,071244,관리자,라인1
202200000404M42093,공장D,품질 문제,20220202,194406,20221016,164836,기술자,라인5
202200000405M79678,공장E,전기 결함,20220207,130858,20221107,051812,관리자,라인4
202200000406M90738,공장B,전기 결함,20220801,225659,20220330,133053,검사원,라인5
202200000407M49734,공장D,품질 문제,20220908,184651,20221216,035938,기타,라인1
202200000408M82615,공장C,품질 문제,20220525,135537,20220313,072412,검사원,라인3
202200000409M83523,공장D,안전 문제,20220624,203539,20221213,053755,기술자,라인5
202200000410M27019,공장A,전기 결함,20220907,162908,20221229,202902,기타,라인2
202200000411M93613,공장D,전기 결함,20220107,005551,20220917,024453,관리자,라인4
202200000412M96672,공장A,기계 결함,20220428,131052,20221224,011521,관리자,라인5
202200000413M83847,공장D,안전 문제,20221221,024058,20220727,050754,관리자,라인4
202200000414M92750,공장A,기계 결함,20220731,132940,20220405,075605,기타,라인2
202200000415M89634,공장B,전기 결함,20220403,035803,20220609,133134,검사원,라인3
202200000416M38251,공장E,안전 문제,20220709,070140,20220805,090258,기타,라인3
202200000417M35945,공장C,품질 문제,20220505,132140,20220127,114858,기타,라인2
202200000418M42217,공장D,안전 문제,20220713,235415,20220815,045124,기술자,라인4
202200000419M18308,공장E,품질 문제,20220215,164729,20221224,083020,기타,라인5
202200000420M15949,공장C,품질 문제,20220218,113410,20220311,193821,관리자,라인2
202200000421M61990,공장C,안전 문제,20220222,134920,20221016,031244,검사원,라인1
202200000422M11150,공장A,품질 문제,20221209,200447,20221127,094948,검사원,라인4
202200000423M99480,공장B,기계 결함,20220924,193602,20221210,195112,검사원,라인3
202200000424M84740,공장B,전기 결함,20220301,113252,20221216,165335,관리자,라인2
202200000425M76617,공장E,품질 문제,20220310,080803,20220709,000014,관리자,라인3
202200000426M26896,공장B,기계 결함,20220924,021633,20221222,121623,관리자,라인4
202200000427M56175,공장D,품질 문제,20220226,233100,20221003,074926,관리자,라인3
202200000428M17805,공장B,전기 결함,20220327,074422,20220228,122245,관리자,라인2
202200000429M15237,공장E,기계 결함,20221217,143911,20220623,070758,기타,라인4
202200000430M30056,공장B,전기 결함,20220403,211145,20220919,145812,관리자,라인1
202200000431M55543,공장D,전기 결함,20220829,141440,20220401,063648,관리자,라인2
202200000432M66556,공장A,기계 결함,20221223,182551,20220822,155401,관리자,라인5
202200000433M13343,공장E,기계 결함,20220517,213920,20220831,211716,관리자,라인2
202200000434M23500,공장A,기계 결함,20220107,183719,20220301,061231,검사원,라인4
202200000435M63222,공장A,안전 문제,20220330,180354,20220725,172845,관리자,라인2
202200000436M39375,공장A,기계 결함,20221030,062727,20221008,171242,기타,라인1
202200000437M19662,공장C,기계 결함,20221111,032111,20220701,202920,기타,라인1
202200000438M26964,공장C,기계 결함,20221007,120221,20220105,155416,기타,라인5
202200000439M69638,공장A,기계 결함,20220211,110123,20220104,071851,기술자,라인3
202200000440M83666,공장E,품질 문제,20221017,012654,20220510,140851,검사원,라인4
202200000441M95067,공장D,안전 문제,20221201,080007,20221204,094330,관리자,라인4
202200000442M77215,공장D,전기 결함,20220807,223705,20220325,202251,기술자,라인3
202200000443M79042,공장B,기계 결함,20221209,212417,20220819,005651,관리자,라인1
202200000444M23284,공장E,품질 문제,20221028,161105,20220322,085346,기술자,라인1
202200000445M82789,공장C,품질 문제,20220831,071859,20220428,004334,기술자,라인2
202200000446M94664,공장A,품질 문제,20220730,090056,20221105,103315,기타,라인5
202200000447M71389,공장B,전기 결함,20220507,124834,20220923,083114,기타,라인5
202200000448M19435,공장D,기계 결함,20220227,071334,20220204,113244,기술자,라인5
202200000449M64340,공장C,안전 문제,20220809,154419,20220606,135656,기타,라인2
202200000450M54078,공장C,안전 문제,20220426,234812,20220111,070726,기술자,라인5
202200000451M88832,공장A,품질 문제,20221112,054845,20220625,110042,검사원,라인3
202200000452M61293,공장D,전기 결함,20221228,160742,20220830,074150,기타,라인2
202200000453M88781,공장E,전기 결함,20221001,195932,20220213,103842,기타,라인3
202200000454M70403,공장C,전기 결함,20220202,062052,20220416,163231,기타,라인2
202200000455M39124,공장A,안전 문제,20220416,164142,20220525,202039,검사원,라인5
202200000456M53919,공장E,품질 문제,20220209,214008,20221201,225505,기술자,라인3
202200000457M45247,공장D,기계 결함,20220825,233648,20221228,214937,관리자,라인3
202200000458M72752,공장C,안전 문제,20221006,081623,20220117,044450,기타,라인3
202200000459M66573,공장E,품질 문제,20221203,205058,20221005,210740,기술자,라인2
202200000460M69101,공장E,품질 문제,20220609,065440,20220516,163450,검사원,라인4
202200000461M36646,공장E,기계 결함,20221125,061210,20220523,102348,관리자,라인5
202200000462M33049,공장C,기계 결함,20221116,131810,20221002,205001,기타,라인3
202200000463M89605,공장C,기계 결함,20220426,124544,20221201,071838,검사원,라인4
202200000464M78385,공장B,전기 결함,20221113,003943,20221213,160518,검사원,라인5
202200000465M50158,공장D,기계 결함,20220517,181107,20220730,233727,관리자,라인5
202200000466M75417,공장A,품질 문제,20220419,075244,20220510,013754,기술자,라인3
202200000467M33289,공장E,기계 결함,20220825,114732,20221014,045051,기타,라인3
202200000468M19823,공장B,품질 문제,20220430,122538,20220402,032125,기타,라인2
202200000469M70160,공장A,안전 문제,20220818,040724,20220725,164235,기술자,라인4
202200000470M51975,공장B,전기 결함,20220810,132229,20220511,125157,기술자,라인4
202200000471M19540,공장C,안전 문제,20220725,124622,20220828,164035,기술자,라인3
202200000472M26364,공장E,안전 문제,20220519,164619,20220329,225945,관리자,라인5
202200000473M14611,공장A,품질 문제,20220719,171701,20220311,185759,관리자,라인3
202200000474M37663,공장A,안전 문제,20220806,032932,20221201,024539,기타,라인5
202200000475M61991,공장A,품질 문제,20220718,031736,20220207,235827,관리자,라인5
202200000476M67679,공장A,기계 결함,20220611,184627,20220704,004117,검사원,라인3
202200000477M40977,공장A,기계 결함,20220106,071948,20220322,153932,기타,라인1
202200000478M59115,공장B,품질 문제,20220802,001157,20220115,110723,관리자,라인4
202200000479M98223,공장E,기계 결함,20220303,181440,20220114,154903,기술자,라인5
202200000480M70890,공장C,전기 결함,20220822,060128,20220305,054326,검사원,라인5
202200000481M76387,공장C,안전 문제,20221004,080901,20221112,084615,기술자,라인1
202200000482M28071,공장C,전기 결함,20220702,181012,20220413,231130,기타,라인2
202200000483M69275,공장C,안전 문제,20220717,091317,20221212,235413,기술자,라인1
202200000484M82369,공장B,기계 결함,20221213,185308,20220731,122433,관리자,라인1
202200000485M21938,공장D,전기 결함,20221105,062702,20220608,025723,관리자,라인5
202200000486M45195,공장E,기계 결함,20221129,190526,20220731,214108,기타,라인4
202200000487M14000,공장A,안전 문제,20221024,200128,20220708,193909,기술자,라인1
202200000488M80588,공장D,품질 문제,20220209,050215,20221004,180223,기타,라인2
202200000489M48304,공장C,품질 문제,20220224,070116,20220413,040257,기술자,라인3
202200000490M79449,공장D,전기 결함,20220711,081134,20220509,154814,검사원,라인1
202200000491M92986,공장E,기계 결함,20220331,100054,20221122,021140,관리자,라인1
202200000492M99643,공장A,기계 결함,20220623,121425,20221211,204325,기타,라인2
202200000493M30764,공장A,전기 결함,20220524,042048,20221121,143322,검사원,라인4
202200000494M96027,공장E,품질 문제,20220719,222356,20220602,171911,검사원,라인1
202200000495M48494,공장E,안전 문제,20220929,052720,20221012,220322,기타,라인1
202200000496M13373,공장C,전기 결함,20220918,214217,20220623,155447,기타,라인4
202200000497M22161,공장A,안전 문제,20220709,033444,20220701,005324,검사원,라인2
202200000498M37350,공장D,품질 문제,20221027,220852,20220316,012902,기술자,라인1
202200000499M35351,공장B,기계 결함,20220606,055729,20220804,202419,검사원,라인4
202200000500M98668,공장B,품질 문제,20221123,113331,20220309,165121,기타,라인1
